2.572075296,2.444155289,2.333866095,2.232427877,2.137733651,2.048680516,1.964552405,1.884830434,1.809112176,1.73707066,1.668431992,1.602960804,1.540451198,1.480720892,1.423606064,1.368958723,1.316643948,1.266537901,1.218526911,1.172504741,1.128373624,1.086041896,1.04542427,1.006440173,0.969014323,0.933075639,0.89855883,0.865399159,0.833537561,0.802917612,0.773486468,0.74519138,0.717986258,0.69182459,0.666662865,0.642459664,0.619175537,0.596772789,0.575215694,0.554469874,0.534502942,0.515283467,0.496781734,0.478969271,0.461818856,0.445304433,0.429401085,0.414084964,0.399333237,0.385124025,0.371436284,0.35825021,0.345546268,0.333306133,0.321512083,0.310147182,0.299195143,0.28864032,0.278467738,0.268663175,0.259212319,0.250102387,0.24132048,0.232854395
2.538535121,2.411798276,2.302648221,2.20230473,2.108666019,2.020630021,1.937481937,1.858704138,1.783896314,1.712732645,1.644940127,1.580284777,1.518561932,1.459590541,1.403207054,1.349265447,1.29763136,1.248181936,1.200804064,1.155392969,1.111851329,1.070088357,1.030019293,0.991564699,0.954649931,0.919204861,0.885163337,0.852462838,0.821044385,0.790852166,0.761833165,0.733937207,0.707116611,0.681326186,0.65652283,0.632665559,0.609715354,0.58763504,0.56638916,0.5459439,0.526266987,0.507327599,0.489096352,0.471545007,0.454646713,0.438375702,0.422707431,0.407618318,0.393085797,0.379088266,0.365605034,0.35261631,0.340103038,0.328047032,0.316430824,0.305237658,0.294451488,0.284056871,0.274039023,0.264383751,0.25507744,0.246107001,0.237459699,0.229123691
2.441527042,2.318215503,2.21236169,2.115191934,2.024611631,1.939519196,1.859208616,1.783165801,1.710993866,1.64237032,1.577027015,1.514732935,1.455286822,1.398510586,1.344244574,1.292344916,1.242680174,1.195130323,1.149584791,1.105941271,1.064104836,1.023986993,0.985505168,0.948582026,0.913144988,0.879125792,0.846460203,0.815087548,0.784950518,0.755994967,0.72816957,0.701425641,0.675717044,0.650999883,0.627232456,0.604375257,0.582390419,0.561242009,0.540895773,0.521319035,0.502480632,0.484350793,0.466901091,0.450104418,0.433934762,0.418367315,0.403378262,0.38894523,0.375046124,0.361660238,0.348767681,0.336349338,0.324386914,0.312862874,0.30176043,0.291063438,0.280756452,0.270824648,0.261253704,0.252030248,0.243140911,0.234573192,0.226315003,0.218354775
2.291205931,2.173217976,2.072485542,1.980242875,1.89441075,1.813896288,1.737991881,1.666193146,1.598112457,1.533433624,1.471891038,1.413260922,1.357347212,1.303976726,1.252994734,1.204261764,1.157651044,1.113046635,1.070341961,1.029438615,0.990245365,0.952677332,0.916655366,0.882105403,0.848957807,0.81714805,0.786614114,0.757298369,0.729146263,0.702106091,0.676129147,0.651169143,0.627182244,0.604126816,0.581963312,0.560654153,0.540163563,0.520456974,0.501503714,0.483271086,0.465730235,0.448853048,0.432612694,0.416983535,0.4019412,0.387462031,0.373523928,0.360105375,0.347185936,0.334746024,0.322766893,0.311230569,0.300119891,0.289418362,0.279110197,0.269180259,0.259614098,0.250397678,0.241517753,0.232961502,0.224716636,0.216771375,0.209114399,0.201734849
2.102392248,1.991122805,1.896856447,1.810833567,1.730986548,1.656233936,1.585881782,1.519432912,1.456505028,1.396790342,1.340032731,1.286014419,1.234546005,1.185460751,1.138609764,1.093859793,1.051089565,1.010188394,0.971054845,0.933595518,0.897723896,0.863359655,0.830427965,0.798858945,0.768587179,0.739551411,0.711693779,0.684960195,0.659299452,0.634663268,0.611005913,0.588284256,0.566457333,0.545486348,0.525334493,0.50596676,0.487349958,0.469452438,0.452244118,0.435696347,0.419781811,0.404474516,0.38974953,0.375583463,0.361953085,0.348837355,0.336215448,0.324067635,0.312375053,0.301119657,0.2902842,0.279852169,0.269807715,0.260135727,0.250821704,0.241851735,0.233212525,0.2248913,0.216875832,0.209154392,0.201715729,0.194549055,0.187644011,0.180990666
1.891999574,1.788266596,1.701239589,1.622189466,1.549047062,1.480751586,1.416614605,1.356150678,1.298986918,1.244824665,1.193416251,1.144552046,1.098050172,1.053751241,1.011513463,0.971209957,0.932725861,0.895956824,0.860807155,0.827188979,0.795021149,0.764228452,0.734741003,0.706493669,0.679425565,0.653479714,0.628602694,0.604744141,0.58185676,0.559896092,0.538819947,0.518588592,0.499164363,0.480511698,0.462596783,0.445387589,0.428853669,0.412966171,0.397697607,0.383021838,0.368913983,0.35535035,0.342308349,0.329766474,0.317704172,0.30610186,0.29494082,0.284203193,0.273871911,0.263930672,0.254363875,0.245156611,0.236294606,0.227764262,0.219552381,0.211646597,0.204034856,0.196705714,0.18964817,0.182851698,0.176306187,0.17000197,0.163929774,0.158080663
1.676366157,1.580430055,1.500893749,1.429040847,1.362823014,1.301185072,1.243456527,1.189160634,1.137934925,1.089490139,1.043587663,1.000026298,0.958632397,0.91925404,0.881757202,0.84602213,0.811940163,0.779413463,0.748352575,0.718675505,0.690306697,0.663176288,0.637219591,0.612376378,0.588590663,0.565809606,0.543984495,0.523069178,0.503020291,0.483797154,0.465361417,0.447676862,0.430709451,0.414426381,0.398797516,0.38379371,0.369387481,0.35555276,0.342264778,0.329500026,0.317236106,0.305451756,0.294126705,0.283241687,0.272778347,0.262719093,0.253047212,0.243746861,0.234802757,0.226200393,0.217925891,0.209965987,0.202308017,0.19493987,0.187849985,0.18102721,0.17446098,0.168141167,0.162058039,0.156202294,0.150565021,0.145137681,0.139912091,0.13488043
1.469151704,1.380796231,1.308533762,1.243665462,1.184162435,1.128978228,1.077455393,1.029131926,0.983650474,0.940733449,0.900151422,0.861711532,0.825248374,0.790617952,0.757693316,0.726361495,0.696521026,0.668080239,0.640955717,0.615071227,0.590356825,0.566747917,0.544184981,0.522612589,0.501979317,0.482237182,0.463341394,0.445250006,0.427923666,0.411325468,0.395420646,0.380176522,0.365562248,0.351548704,0.338108411,0.325215334,0.31284487,0.30097365,0.289579599,0.278641713,0.26814008,0.258055719,0.248370748,0.239067954,0.230131084,0.221544638,0.213293835,0.205364604,0.197743537,0.190417825,0.183375267,0.176604199,0.1700935,0.163832542,0.157811165,0.152019677,0.146448793,0.141089648,0.135933754,0.130973002,0.126199617,0.121606169,0.11718554,0.112930914
1.280025126,1.198694027,1.133163287,1.074754646,1.021450187,0.972221392,0.926421431,0.883595267,0.843400844,0.805567852,0.769875577,0.736139594,0.704202231,0.673926924,0.645193782,0.617896467,0.591939912,0.567238451,0.543714469,0.521297278,0.499922003,0.479529322,0.460064142,0.441476273,0.423718111,0.40674607,0.390519395,0.37499997,0.360152186,0.345942644,0.33234004,0.3193149,0.30683953,0.294887867,0.283435171,0.272458322,0.261935314,0.251845364,0.242168836,0.232887082,0.223982457,0.215438205,0.207238425,0.199368023,0.191812657,0.184558663,0.177593075,0.170903536,0.164478292,0.158306143,0.152376398,0.14667889,0.141203908,0.135942192,0.130884903,0.126023609,0.12135024,0.116857127,0.112536893,0.108382521,0.104387288,0.100544768,0.09684882,0.093293585
1.114387647,1.039326826,0.979794163,0.927131992,0.879337277,0.835394239,0.794667527,0.756712539,0.721196656,0.687858436,0.656485421,0.626901003,0.598954792,0.572517114,0.547474627,0.523727126,0.501185444,0.479769396,0.459406819,0.440031895,0.421584751,0.404010535,0.387258762,0.371282898,0.35603983,0.341489555,0.327595107,0.314321877,0.301637456,0.289511819,0.277916526,0.266825223,0.256212977,0.246056389,0.236333404,0.2270233,0.218106487,0.209564489,0.201379815,0.193535856,0.18601731,0.178809038,0.17189712,0.165268245,0.15890979,0.152809775,0.146956794,0.141340041,0.135949221,0.130774541,0.125806683,0.121036771,0.116456366,0.112057373,0.10783222,0.103773491,0.099874232,0.096127793,0.092527811,0.089068215,0.085743216,0.08254727,0.079475091,0.07652162
